step,pElo,nll
25502,599.725,10.89777
25529,650.236,10.19462
25550,563.702,14.239
25576,570.632,14.53722
25603,593.238,5.25378
25629,558.428,11.09188
25650,576.605,8.28942
25680,544.936,11.90886
25701,608.501,9.33044
25727,571.491,9.92927
25754,587.486,5.36281
25775,584.999,5.50461
25802,622.532,5.40426
25828,655.325,9.34372
25854,615.566,8.5786
25876,614.786,8.92578
25902,601.332,7.61887
25929,556.655,8.19238
25955,574.056,8.52454
25976,530.965,6.70287
26003,547.671,9.9968
26029,553.086,14.05491
26050,619.447,8.02924
26076,568.047,14.15816
26103,621.762,8.10615
26129,569.772,14.58382
26151,627.123,9.00858
26177,560.194,13.00164
26204,559.312,13.50665
26225,563.702,13.3902
26252,528.108,14.67046
26278,441.662,13.05946
26304,532.858,12.91758
26326,493.002,6.56249
26352,540.335,13.49327
26379,527.151,7.68181
26405,501.34,9.582
26426,565.445,9.89033
26453,522.328,11.85654
26479,537.548,8.34582
26501,545.85,12.40351
26527,634.688,10.5511
26553,532.858,13.15482
26580,601.332,6.80761
26602,573.202,8.55255
26628,526.192,7.31829
26654,533.8,13.17037
26676,549.484,8.10503
26702,537.548,10.20266
26728,565.445,6.64161
26755,594.868,9.58854
26776,566.314,10.06817
26802,549.484,6.24036
26829,545.85,8.63154
26855,541.26,14.38356
26876,535.679,10.03512
26902,562.828,6.95567
26929,572.347,6.84797
26955,629.404,8.12621
26976,650.966,9.73577
27003,624.833,9.79036
27029,546.762,12.60595
27050,653.876,11.31625
27077,496.153,12.1349
27103,477.894,12.51517
27130,481.19,11.74287
27151,515.468,12.64216
27178,550.388,15.04858
27204,498.237,11.25602
27226,548.579,13.84825
27252,552.188,12.83477
27278,552.188,10.74137
27305,559.312,8.00815
27326,579.982,9.29712
27352,512.488,7.21669
27379,496.153,12.74693
27405,513.484,13.51721
27426,480.095,13.20268
27453,581.66,14.65791
27479,609.291,10.30121
27500,570.632,14.33634
27527,539.408,7.20536
27553,557.543,13.92421
27579,595.681,10.33249
27601,540.335,10.74796
27627,531.912,13.22291
27653,509.482,14.35575
27680,536.615,13.39577
27701,518.424,12.33505
27728,505.435,13.73794
27754,521.356,6.23793
27775,609.291,9.40018
27802,648.042,10.1202
27828,633.183,9.972
27855,620.992,10.06057
27876,585.829,14.2406
27902,645.102,9.55938
27929,599.725,10.15975
27955,576.605,14.67458
27980,497.197,9.3177
